begins_at,open_price_x,close_price_x,high_price_x,low_price_x,volume_x,session_x,interpolated_x,symbol_x,open_price_y,close_price_y,high_price_y,low_price_y,volume_y,session_y,interpolated_y,symbol_y
2021-04-01T22:15:00Z,58735.315000,58892.475000,59097.055000,58554.220000,0,reg,False,BTCUSD,,,,,,,,
2021-04-01T22:20:00Z,58769.840000,58920.835000,59078.405000,58507.000000,0,reg,False,BTCUSD,,,,,,,,
2021-04-01T22:25:00Z,58920.835000,58852.635000,59064.670000,58475.460000,0,reg,False,BTCUSD,,,,,,,,
2021-04-01T22:30:00Z,58977.020000,58935.250000,59135.225000,58525.490000,0,reg,False,BTCUSD,,,,,,,,
2021-04-01T22:35:00Z,58935.250000,58906.845000,59117.670000,58602.855000,0,reg,False,BTCUSD,,,,,,,,
2021-04-01T22:40:00Z,59027.480000,58970.225000,59182.015000,58600.265000,0,reg,False,BTCUSD,,,,,,,,
2021-04-01T22:45:00Z,58970.225000,58888.905000,59208.635000,58633.275000,0,reg,False,BTCUSD,,,,,,,,
2021-04-01T22:50:00Z,58888.905000,58896.735000,59064.495000,58726.890000,0,reg,False,BTCUSD,,,,,,,,
2021-04-01T22:55:00Z,58896.735000,58985.955000,59118.110000,58647.225000,0,reg,False,BTCUSD,,,,,,,,
2021-04-01T23:00:00Z,59109.200000,59003.720000,59212.699222,58664.130000,0,reg,False,BTCUSD,,,,,,,,
2021-04-01T23:05:00Z,59003.720000,59098.770000,59136.635000,58577.930000,0,reg,False,BTCUSD,,,,,,,,
2021-04-01T23:10:00Z,59098.770000,58904.685000,59118.175000,58619.065000,0,reg,False,BTCUSD,,,,,,,,
2021-04-01T23:15:00Z,58776.340000,58899.205000,59084.715854,58655.824622,0,reg,False,BTCUSD,,,,,,,,
2021-04-01T23:20:00Z,58768.860000,58890.830000,59145.985000,58736.480000,0,reg,False,BTCUSD,,,,,,,,
2021-04-01T23:25:00Z,58890.830000,58893.885000,59124.115000,58565.880000,0,reg,False,BTCUSD,,,,,,,,
2021-04-01T23:30:00Z,58893.885000,58894.000000,59043.215000,58724.155000,0,reg,False,BTCUSD,,,,,,,,
2021-04-01T23:35:00Z,58894.000000,58864.220000,59029.365000,58559.730000,0,reg,False,BTCUSD,,,,,,,,
2021-04-01T23:40:00Z,58987.475000,58888.735000,59119.140000,58554.290000,0,reg,False,BTCUSD,,,,,,,,
2021-04-01T23:45:00Z,58888.735000,58872.190000,59077.695000,58531.265000,0,reg,False,BTCUSD,,,,,,,,
2021-04-01T23:50:00Z,58750.085000,58758.905000,59058.380000,58447.945000,0,reg,False,BTCUSD,,,,,,,,
2021-04-01T23:55:00Z,58629.100000,58724.145000,59012.355000,58489.025499,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T00:00:00Z,58842.495000,58630.740000,58970.200000,58362.755000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T00:05:00Z,58501.775000,58790.305000,59088.910000,58370.090000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T00:10:00Z,58790.305000,58923.055000,59021.390000,58647.250000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T00:15:00Z,58923.055000,58733.310000,59082.635000,58532.975000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T00:20:00Z,58733.310000,58648.500000,58975.500000,58346.180000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T00:25:00Z,58526.305000,58777.975000,58950.245000,58381.685000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T00:30:00Z,58656.215000,58665.105000,58958.985000,58412.750000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T00:35:00Z,58665.105000,58705.675000,58900.310000,58476.620000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T00:40:00Z,58705.675000,58596.160000,59117.623101,58452.510000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T00:45:00Z,58707.440000,58560.715000,58783.750000,58326.388296,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T00:50:00Z,58441.710000,58524.085000,58844.035000,58311.275000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T00:55:00Z,58649.710000,58758.235000,58844.410000,58362.690000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T01:00:00Z,58633.330000,58707.995000,58976.125000,58481.165000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T01:05:00Z,58707.995000,58686.735000,58870.645000,58527.400000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T01:10:00Z,58805.830000,58666.780000,58936.745000,58512.080000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T01:15:00Z,58666.780000,58745.915000,58963.935000,58440.320000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T01:20:00Z,58624.060000,58727.595000,58905.365000,58559.670000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T01:25:00Z,58848.000000,58807.445000,58951.740000,58587.355000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T01:30:00Z,58807.445000,58882.715000,59070.655000,58654.565000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T01:35:00Z,58882.715000,58913.435000,59130.175000,58529.280000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T01:40:00Z,58794.125000,58950.020000,59158.105000,58578.310000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T01:45:00Z,59079.775000,58921.400000,59130.560000,58591.930000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T01:50:00Z,58798.205000,58897.890000,59127.100000,58551.770000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T01:55:00Z,58774.120000,58881.415000,59081.313019,58532.935000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T02:00:00Z,59004.520000,58927.620000,59162.965000,58595.465000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T02:05:00Z,58801.655000,58975.110000,59247.340000,58661.465000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T02:10:00Z,58975.110000,59230.115000,59416.470915,58724.775000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T02:15:00Z,59230.115000,59222.365000,59346.735000,58763.330000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T02:20:00Z,59222.365000,59260.210000,59466.035000,58833.885000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T02:25:00Z,59260.210000,59504.340000,59704.042339,59008.775000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T02:30:00Z,59507.925000,60079.525000,60182.805000,59137.210000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T02:35:00Z,60054.660000,59919.895000,60271.670000,59412.265000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T02:40:00Z,59919.895000,59906.785000,60231.985000,59279.140000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T02:45:00Z,59906.785000,59998.665000,60265.250000,59376.925000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T02:50:00Z,59998.665000,59756.525000,60272.982140,58918.485000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T02:55:00Z,59654.380000,59705.985000,60008.585000,58976.560000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T03:00:00Z,59807.480000,59953.655000,60163.685000,59397.365000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T03:05:00Z,59953.655000,59866.210000,60203.710000,59406.770000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T03:10:00Z,59763.855000,59669.155000,60004.930000,59202.435000,0,reg,False,BTCUSD,,,,,,,,
2021-04-02T03:15:00Z,59557.590000,59495.520000,59930.330000,59199.230000,0,reg,False,BTCUSD,,,,,,,,
